,Location,Fuel_Type,Transmission,Owner_Type,Brand,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
3041,Delhi,Petrol,Manual,First,Maruti,2014,17585,16.02,1373.0,93.7,7.0,6.35
3042,Kolkata,Petrol,Manual,First,Hyundai,2011,36226,17.01,1591.0,121.3,5.0,2.95
3043,Coimbatore,Diesel,Automatic,First,Land,2019,25899,12.63,2179.0,147.5,5.0,55.7
3044,Kolkata,Petrol,Manual,First,Hyundai,2009,60170,0.0,1086.0,62.0,5.0,1.15
3045,Hyderabad,Diesel,Automatic,First,Mercedes-Benz,2017,11200,19.27,2143.0,167.62,5.0,37.5
3046,Kochi,Petrol,Manual,First,Hyundai,2017,49045,20.36,1197.0,78.9,5.0,4.07
3047,Kolkata,Diesel,Manual,First,Volkswagen,2012,45000,22.07,1199.0,73.9,5.0,2.99
3048,Delhi,Diesel,Manual,First,Maruti,2017,40000,24.3,1248.0,88.5,5.0,7.9
3049,Mumbai,Diesel,Manual,First,Renault,2016,36600,19.87,1461.0,83.8,5.0,7.49
3051,Delhi,Diesel,Automatic,First,Mercedes-Benz,2016,16000,11.3,2987.0,254.8,7.0,56.0
3052,Mumbai,Diesel,Manual,First,Hyundai,2016,50000,25.4,1186.0,73.97,5.0,3.5
3054,Mumbai,Petrol,Manual,First,Hyundai,2014,11000,17.01,1591.0,121.3,5.0,6.1
3056,Chennai,Diesel,Manual,First,Maruti,2016,38000,25.2,1248.0,74.0,5.0,5.95
3057,Hyderabad,Diesel,Manual,First,Renault,2013,71491,23.08,1461.0,63.12,5.0,4.95
3058,Bangalore,Petrol,Manual,Second,Volkswagen,2015,46354,16.47,1198.0,74.0,5.0,5.49
3059,Delhi,Diesel,Automatic,First,BMW,2019,87000,22.69,1995.0,190.0,5.0,6.67
3060,Ahmedabad,Petrol,Manual,First,Skoda,2015,20765,15.0,1598.0,103.52,5.0,6.25
3061,Ahmedabad,Petrol,Manual,Second,Hyundai,2005,58000,0.0,999.0,113.0,5.0,1.51
3062,Coimbatore,Diesel,Automatic,First,Audi,2014,51076,12.07,2967.0,241.4,7.0,34.88
3063,Jaipur,Diesel,Manual,First,Maruti,2016,84085,26.21,1248.0,88.5,5.0,6.9
3064,Kolkata,Diesel,Manual,First,Honda,2014,55000,25.1,1498.0,98.6,5.0,5.99
3065,Mumbai,Petrol,Automatic,First,Mercedes-Benz,2010,73000,10.93,3498.0,272.0,5.0,10.4
3066,Pune,Diesel,Automatic,First,Audi,2012,50001,14.57,2967.0,241.38,5.0,29.0
3067,Coimbatore,Diesel,Manual,Second,Mahindra,2016,93166,14.02,2179.0,118.3,7.0,5.85
3068,Kochi,Petrol,Automatic,Third,Honda,2006,99583,12.0,1493.0,100.0,5.0,2.21
3069,Mumbai,Petrol,Manual,First,Maruti,2010,72000,15.5,1586.0,103.3,5.0,2.4
3070,Pune,Petrol,Manual,Third,Toyota,2009,70000,14.53,1798.0,138.1,5.0,3.0
3071,Pune,Petrol,Automatic,Second,Volkswagen,2012,61000,14.4,1598.0,103.6,5.0,3.75
3072,Pune,Petrol,Manual,First,Hyundai,2015,66510,21.1,814.0,55.2,5.0,2.95
3073,Hyderabad,Diesel,Manual,First,Skoda,2011,84062,20.0,1968.0,108.5,5.0,5.8
3074,Hyderabad,Diesel,Manual,First,Maruti,2012,80799,22.9,1248.0,74.0,5.0,4.9
3075,Kolkata,Petrol,Automatic,First,Toyota,2018,5000,14.28,1798.0,138.03,5.0,16.95
3076,Hyderabad,Diesel,Manual,First,Toyota,2013,92000,12.99,2494.0,100.0,8.0,12.5
3077,Hyderabad,Diesel,Manual,First,Tata,2017,53000,27.28,1047.0,69.0,5.0,5.0
3078,Mumbai,Petrol,Manual,First,Skoda,2015,39822,15.41,1598.0,103.52,5.0,4.68
3079,Mumbai,Diesel,Automatic,First,Ford,2016,29000,10.91,3198.0,197.0,7.0,29.8
3080,Kochi,Petrol,Manual,Second,Renault,2017,24214,25.17,799.0,53.3,5.0,3.46
3081,Pune,Diesel,Manual,First,Hyundai,2012,75000,23.0,1396.0,90.0,5.0,4.0
3082,Chennai,Diesel,Manual,Second,Skoda,2012,77216,17.5,1896.0,106.0,5.0,4.5
3083,Kochi,Diesel,Manual,First,Toyota,2013,74290,21.43,1364.0,87.2,5.0,5.87
3084,Delhi,Diesel,Manual,First,Mahindra,2015,61000,15.4,2179.0,120.0,8.0,9.5
3085,Chennai,Diesel,Automatic,First,Audi,2013,44000,14.16,1968.0,174.3,5.0,32.5
3086,Coimbatore,Diesel,Manual,First,Chevrolet,2014,74041,18.2,1248.0,73.8,8.0,3.88
3087,Coimbatore,Diesel,Automatic,First,BMW,2013,85846,22.69,1995.0,190.0,5.0,13.08
3088,Delhi,Diesel,Manual,First,Nissan,2012,52000,21.64,1461.0,84.8,5.0,3.5
3089,Mumbai,Petrol,Manual,Second,Honda,2010,47000,12.8,2354.0,177.6,5.0,3.5
3090,Bangalore,Diesel,Manual,First,Hyundai,2010,72010,16.8,1493.0,110.0,5.0,4.45
3091,Jaipur,Petrol,Manual,First,Maruti,2015,15000,16.8,796.0,34.2,8.0,2.35
3093,Kolkata,Diesel,Automatic,Second,Audi,2012,24720,0.0,2967.0,241.4,5.0,28.0
3094,Chennai,Petrol,Manual,Second,Ford,2007,75000,16.6,1388.0,68.0,5.0,2.0
3095,Mumbai,Diesel,Manual,First,Hyundai,2015,57000,22.54,1396.0,88.73,5.0,6.35
3096,Kochi,Diesel,Automatic,First,Mercedes-Benz,2015,41057,13.0,2143.0,201.1,5.0,24.63
3097,Pune,CNG,Manual,Second,Maruti,2012,92000,26.2,998.0,58.2,5.0,3.0
3098,Chennai,Diesel,Manual,First,Ford,2016,20000,22.77,1498.0,98.59,5.0,7.9
3099,Mumbai,Petrol,Manual,First,Hyundai,2011,52359,18.5,1197.0,80.0,5.0,3.25
3100,Delhi,Petrol,Manual,Second,Honda,2016,17000,17.8,1497.0,117.3,5.0,8.25
3101,Kolkata,Diesel,Manual,First,Nissan,2011,39002,23.08,1461.0,63.1,5.0,2.85
3103,Kolkata,Petrol,Manual,First,Nissan,2013,45000,18.44,1198.0,75.0,5.0,1.75
3104,Kolkata,Diesel,Manual,First,Maruti,2013,41300,17.8,1248.0,113.0,5.0,3.38
3105,Ahmedabad,Petrol,Manual,Second,Honda,2009,82002,12.8,2354.0,177.6,5.0,5.75
3106,Mumbai,Petrol,Automatic,First,Skoda,2010,67000,13.7,1798.0,157.75,5.0,4.7
3107,Hyderabad,Petrol,Manual,First,Maruti,2017,21260,14.0,796.0,35.0,5.0,2.9
3108,Ahmedabad,Diesel,Manual,First,Hyundai,2012,55362,21.9,1396.0,88.8,5.0,4.25
3109,Chennai,Diesel,Automatic,First,Hyundai,2017,13000,17.01,1582.0,126.2,5.0,14.5
3110,Kochi,Diesel,Manual,First,Maruti,2016,45725,25.2,1248.0,74.0,5.0,5.34
3114,Delhi,Diesel,Manual,First,Maruti,2016,67000,20.77,1248.0,88.7,7.0,6.75
3115,Jaipur,Diesel,Automatic,First,Ford,2016,90000,10.91,3198.0,197.2,7.0,26.0
3116,Coimbatore,Diesel,Manual,First,Hyundai,2019,32251,22.54,1396.0,88.73,5.0,8.61
3117,Mumbai,Petrol,Manual,First,Maruti,2009,47000,19.0,998.0,67.1,5.0,1.46
3118,Mumbai,Diesel,Manual,Second,Maruti,2011,75308,21.1,1248.0,73.9,5.0,2.8
3119,Kochi,CNG,Manual,First,Maruti,2018,44202,32.26,998.0,58.2,4.0,4.0
3120,Mumbai,Petrol,Manual,First,Honda,2014,58000,17.0,1497.0,118.0,5.0,5.47
3121,Mumbai,Petrol,Manual,First,Maruti,2009,60000,17.5,1298.0,85.8,5.0,2.45
3122,Hyderabad,Diesel,Automatic,First,BMW,2014,45000,17.05,1995.0,184.0,5.0,21.5
3123,Mumbai,Petrol,Manual,First,Tata,2010,41195,15.0,1368.0,90.0,5.0,1.38
3124,Chennai,Diesel,Manual,First,Mahindra,2016,89000,16.0,2179.0,140.0,7.0,13.5
3125,Bangalore,Petrol,Automatic,Second,Hyundai,2009,60510,16.95,1197.0,78.9,5.0,3.1
3126,Mumbai,Petrol,Manual,First,Maruti,2016,8500,21.4,1197.0,83.1,5.0,5.49
3127,Kochi,Diesel,Manual,First,Maruti,2017,35981,24.3,1248.0,88.5,5.0,9.51
3128,Mumbai,Petrol,Manual,First,Ford,2012,23152,15.6,1196.0,70.02,5.0,2.39
3129,Delhi,CNG,Manual,First,Maruti,2014,74663,33.54,998.0,67.04,5.0,3.25
3130,Mumbai,Petrol,Automatic,First,Volkswagen,2014,61529,18.19,1197.0,103.5,5.0,5.65
3131,Ahmedabad,Diesel,Manual,First,Mahindra,2010,91596,14.95,2489.0,93.7,7.0,1.85
3132,Kochi,Petrol,Automatic,First,Porsche,2019,14298,13.33,2995.0,340.0,5.0,2.02
3133,Hyderabad,Diesel,Manual,First,Maruti,2013,83327,19.3,1248.0,73.9,5.0,5.8
3134,Hyderabad,Petrol,Manual,First,Volkswagen,2017,22857,16.2,1199.0,74.0,5.0,6.9
3135,Chennai,Petrol,Manual,Second,Hyundai,2013,34620,17.01,1591.0,121.3,5.0,5.35
3136,Bangalore,Petrol,Manual,First,Hyundai,2010,56000,19.81,1086.0,68.05,5.0,2.85
3137,Chennai,Diesel,Automatic,First,Mercedes-Benz,2014,81000,13.0,2143.0,204.0,5.0,22.75
3138,Jaipur,Petrol,Manual,Third,Maruti,1998,95150,17.3,993.0,60.0,5.0,0.45
3139,Coimbatore,Petrol,Manual,First,Hyundai,2013,32776,20.36,1197.0,78.9,5.0,4.64
3140,Coimbatore,Diesel,Manual,First,Honda,2016,51587,25.8,1498.0,98.6,5.0,5.27
3141,Jaipur,Diesel,Manual,First,Tata,2016,36000,14.1,2179.0,148.0,7.0,10.0
3142,Mumbai,Petrol,Manual,First,Honda,2015,22000,18.5,1198.0,86.8,5.0,3.95
3143,Kochi,Petrol,Manual,First,Hyundai,2010,30754,17.0,1197.0,80.0,5.0,3.38
3144,Coimbatore,Petrol,Manual,First,Volkswagen,2018,37109,14.69,1390.0,120.33,5.0,16.8
3145,Kolkata,Petrol,Manual,First,Honda,2010,45000,16.7,1198.0,88.8,5.0,1.99
3146,Coimbatore,Petrol,Manual,First,Hyundai,2017,33284,18.9,1197.0,82.0,5.0,5.84
3147,Coimbatore,Diesel,Automatic,First,Jaguar,2016,55115,14.74,2993.0,270.9,5.0,36.15
3148,Kolkata,Diesel,Automatic,First,Jaguar,2014,18000,16.36,2179.0,187.7,5.0,25.7
3150,Delhi,Diesel,Manual,First,Maruti,2015,16607,22.7,1598.0,118.0,5.0,7.65
3151,Coimbatore,Diesel,Automatic,First,Audi,2015,32205,17.11,1968.0,174.33,5.0,25.31
3152,Delhi,Diesel,Manual,First,Renault,2013,67000,19.01,1461.0,108.45,5.0,4.75
3153,Coimbatore,Petrol,Manual,First,Maruti,2014,57676,19.1,1197.0,85.8,5.0,6.69
3154,Mumbai,Petrol,Manual,First,Volkswagen,2012,41000,16.47,1198.0,73.9,5.0,3.1
3155,Jaipur,Petrol,Manual,First,Maruti,2012,65000,19.7,796.0,35.0,8.0,1.55
3156,Coimbatore,Petrol,Automatic,First,Hyundai,2019,12153,18.9,1197.0,81.86,5.0,6.84
3157,Hyderabad,Petrol,Manual,First,Tata,2014,16810,25.4,624.0,37.5,4.0,1.6
3158,Kochi,Petrol,Automatic,First,Audi,2017,61221,17.84,1395.0,147.51,5.0,21.73
3159,Mumbai,Petrol,Manual,First,Volkswagen,2015,22000,16.47,1198.0,74.0,5.0,4.75
3160,Chennai,Petrol,Manual,First,Maruti,2015,63714,22.74,796.0,47.3,5.0,2.45
3161,Kochi,Diesel,Automatic,First,Mini,2019,14857,20.7,1496.0,113.98,5.0,31.55
3162,Delhi,Diesel,Automatic,Second,Audi,2012,69000,15.2,1968.0,140.8,5.0,10.25
3163,Coimbatore,Diesel,Manual,First,Ford,2019,14648,12.62,2198.0,158.0,7.0,27.36
3164,Hyderabad,Petrol,Manual,Second,Ford,2013,100000,15.8,1499.0,110.0,5.0,6.5
3165,Jaipur,Petrol,Manual,First,Hyundai,2016,22000,18.9,1197.0,82.0,5.0,4.25
3166,Mumbai,Petrol,Manual,First,Chevrolet,2014,10000,18.2,1199.0,82.4,5.0,5.5
3168,Kochi,Petrol,Manual,First,Tata,2017,48198,17.57,1193.0,88.7,5.0,4.65
3169,Delhi,Diesel,Automatic,First,Mercedes-Benz,2015,15000,19.27,2143.0,170.0,5.0,28.5
3170,Coimbatore,Diesel,Manual,First,Chevrolet,2014,80073,17.3,1998.0,163.7,5.0,7.11
3171,Hyderabad,Diesel,Manual,First,Maruti,2013,85388,21.1,1248.0,73.9,5.0,3.9
3172,Jaipur,Petrol,Manual,First,Hyundai,2017,14700,18.9,1197.0,81.86,5.0,5.6
3174,Kolkata,Diesel,Manual,First,Hyundai,2011,34994,22.32,1582.0,126.32,5.0,3.9
3175,Coimbatore,Diesel,Automatic,First,Jaguar,2014,82536,14.74,2993.0,270.9,5.0,28.63
3176,Delhi,Petrol,Automatic,First,Skoda,2013,82000,13.7,1798.0,157.75,5.0,7.25
3177,Pune,Petrol,Manual,Second,Maruti,2006,52000,18.9,998.0,67.1,5.0,2.0
3178,Mumbai,Petrol,Manual,First,Volkswagen,2011,20000,16.47,1198.0,73.9,5.0,3.5
3179,Hyderabad,Petrol,Manual,First,Honda,2011,55000,14.8,1799.0,130.2,5.0,5.0
3180,Ahmedabad,CNG,Manual,First,Maruti,2015,47001,20.0,1196.0,63.0,5.0,3.72
3181,Chennai,Petrol,Manual,First,Maruti,2014,52000,22.5,998.0,67.04,5.0,3.45
3182,Kolkata,Diesel,Manual,First,Maruti,2013,43284,23.4,1248.0,74.0,5.0,4.5
3183,Coimbatore,Petrol,Automatic,First,Hyundai,2018,23875,13.0,1591.0,121.3,5.0,14.36
3184,Bangalore,Petrol,Manual,First,Hyundai,2016,51866,18.9,1197.0,82.0,5.0,5.5
3185,Mumbai,Diesel,Manual,First,Nissan,2013,69000,23.08,1461.0,63.1,5.0,3.0
3186,Coimbatore,Petrol,Manual,First,Hyundai,2017,62788,18.9,1197.0,81.86,5.0,6.08
3188,Kochi,Diesel,Automatic,First,Toyota,2015,47566,12.55,2982.0,168.5,7.0,20.25
3189,Chennai,Petrol,Manual,Third,Hyundai,2002,67000,0.0,999.0,113.0,5.0,1.2
3190,Pune,Diesel,Automatic,First,Toyota,2018,20300,11.36,2755.0,171.5,7.0,18.0
3191,Pune,Diesel,Automatic,First,Mercedes-Benz,2015,48300,20.0,2143.0,107.3,5.0,17.5
3192,Pune,Petrol,Manual,First,Hyundai,2013,30000,21.1,814.0,55.2,5.0,2.1
3193,Bangalore,Diesel,Manual,Second,Hyundai,2012,36000,22.7,1582.0,126.24,5.0,7.5
3194,Kochi,Diesel,Automatic,Second,Mini,2015,27641,20.7,1496.0,113.98,4.0,24.77
3195,Bangalore,Diesel,Manual,First,Renault,2015,60000,19.64,1461.0,108.45,5.0,8.65
3196,Chennai,Diesel,Automatic,First,Ford,2019,9000,10.91,3198.0,197.0,7.0,35.5
3197,Delhi,Petrol,Manual,First,Toyota,2014,60750,14.28,1798.0,138.03,5.0,10.5
3198,Delhi,Diesel,Manual,First,Mahindra,2018,9000,14.0,2179.0,155.0,7.0,13.0
3199,Kolkata,Diesel,Automatic,First,BMW,2012,41100,16.77,2993.0,261.49,5.0,26.5
3200,Ahmedabad,Petrol,Manual,Second,Maruti,2004,60000,17.3,1061.0,64.0,5.0,1.4
3201,Kochi,Petrol,Manual,First,Honda,2017,38424,17.8,1497.0,117.3,5.0,7.51
3202,Delhi,Diesel,Manual,First,Maruti,2014,50000,22.9,1248.0,74.0,5.0,4.3
3203,Mumbai,Petrol,Automatic,First,Honda,2015,19000,18.0,1497.0,117.3,5.0,8.95
3204,Kochi,Diesel,Manual,First,Maruti,2015,58734,20.77,1248.0,88.76,7.0,6.91
3205,Coimbatore,Diesel,Manual,First,Renault,2016,65257,19.01,1461.0,108.45,5.0,9.75
3207,Hyderabad,Diesel,Manual,First,Maruti,2011,79000,23.2,1248.0,73.94,5.0,3.65
3208,Chennai,Diesel,Manual,First,Mahindra,2013,78000,15.1,2179.0,140.0,7.0,10.75
3209,Kochi,Petrol,Manual,First,Honda,2015,49133,19.4,1198.0,86.8,5.0,4.51
3210,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2016,22769,0.0,2987.0,165.0,5.0,49.22
3211,Coimbatore,Diesel,Manual,First,Tata,2014,54448,21.02,1248.0,88.8,5.0,3.7
3213,Delhi,Petrol,Manual,First,Maruti,2015,62088,18.6,1197.0,85.8,5.0,4.15
3214,Kolkata,Petrol,Manual,First,Hyundai,2012,14800,17.01,1591.0,121.3,5.0,4.4
3215,Kolkata,Petrol,Manual,First,Honda,2015,26000,17.3,1497.0,117.3,7.0,4.25
3216,Mumbai,Petrol,Manual,First,Honda,2017,32005,18.0,1198.0,86.7,5.0,4.25
3217,Jaipur,Petrol,Automatic,First,Honda,2017,35000,18.0,1497.0,117.3,5.0,7.7
3218,Pune,Diesel,Automatic,First,Land,2015,52000,12.7,2179.0,187.7,5.0,39.75
3219,Mumbai,Petrol,Manual,First,Honda,2017,11000,17.4,1497.0,117.3,5.0,8.5
3220,Jaipur,Petrol,Automatic,First,Mercedes-Benz,2008,62000,9.5,2997.0,231.1,5.0,7.0
3221,Chennai,Petrol,Manual,Third,Ford,2002,65134,13.8,1299.0,70.0,5.0,0.8
3222,Delhi,Diesel,Manual,First,Toyota,2013,71000,13.0,2982.0,168.5,7.0,15.25
3223,Hyderabad,Petrol,Manual,First,Maruti,2008,51366,19.0,998.0,66.1,5.0,2.25
3224,Kolkata,Diesel,Manual,First,Tata,2016,46300,14.07,1948.0,83.1,7.0,4.85
3225,Coimbatore,Petrol,Automatic,Second,Honda,2012,60908,15.6,1497.0,116.3,5.0,6.42
3226,Chennai,Diesel,Manual,Second,Nissan,2012,93450,23.19,1461.0,63.12,5.0,2.5
3228,Pune,Petrol,Manual,First,Maruti,2003,52000,16.1,796.0,37.0,4.0,0.5
3229,Coimbatore,Diesel,Manual,First,Mahindra,2015,42999,15.1,2179.0,140.0,7.0,11.52
3230,Delhi,Diesel,Manual,First,Maruti,2014,90000,21.5,1248.0,88.8,5.0,4.5
3231,Bangalore,Petrol,Automatic,First,Hyundai,2013,72000,15.0,1396.0,98.6,5.0,4.75
3232,Coimbatore,Diesel,Manual,First,Hyundai,2019,54321,19.67,1582.0,126.2,5.0,13.54
3233,Kochi,Diesel,Automatic,First,Mercedes-Benz,2015,59630,13.0,2143.0,201.1,5.0,23.41
3235,Ahmedabad,Diesel,Automatic,First,Volvo,2015,34000,9.0,1984.0,181.0,5.0,20.0
3236,Delhi,Diesel,Automatic,First,Mercedes-Benz,2011,70000,14.21,2143.0,203.0,5.0,13.0
3237,Chennai,Petrol,Manual,First,Honda,2010,80000,10.2,2354.0,180.0,5.0,3.99
3239,Ahmedabad,Diesel,Manual,First,Maruti,2013,56454,28.4,1248.0,73.75,5.0,4.65
3240,Kolkata,Petrol,Manual,First,Maruti,2013,60000,18.6,1197.0,85.8,5.0,3.15
3241,Delhi,Petrol,Automatic,First,Toyota,2013,56000,14.53,1798.0,138.1,5.0,8.25
3242,Bangalore,Diesel,Automatic,Second,Land,2012,63000,11.49,4367.0,335.3,5.0,65.0
3243,Chennai,Diesel,Manual,First,Maruti,2012,63000,22.9,1248.0,74.0,5.0,4.5
3244,Kolkata,Diesel,Manual,First,Jeep,2017,15050,16.3,1956.0,170.0,5.0,17.5
3245,Mumbai,Petrol,Manual,First,Maruti,2016,29401,20.4,1197.0,81.8,5.0,4.31
3246,Kochi,Petrol,Manual,First,Honda,2016,25238,18.7,1199.0,88.7,5.0,6.2
3247,Chennai,Diesel,Manual,First,Toyota,2011,79000,23.59,1364.0,113.0,5.0,4.67
3248,Kochi,Petrol,Manual,First,Volkswagen,2011,58752,16.47,1198.0,73.9,5.0,3.32
3249,Delhi,Petrol,Automatic,First,Honda,2011,62000,12.9,1799.0,130.0,5.0,3.75
3251,Chennai,Petrol,Manual,First,Hyundai,2016,51000,17.01,1591.0,121.3,5.0,6.5
3253,Coimbatore,Diesel,Manual,First,Maruti,2016,61717,22.7,1598.0,118.0,5.0,8.94
3254,Kolkata,Petrol,Manual,First,Ford,2018,8896,19.0,1194.0,94.68,5.0,7.34
3255,Delhi,Petrol,Manual,First,Maruti,2016,17000,21.4,1197.0,83.1,5.0,6.9
3256,Mumbai,Petrol,Manual,First,Honda,2016,31378,18.2,1199.0,88.7,5.0,5.9
3258,Ahmedabad,Diesel,Manual,First,Honda,2014,81000,25.8,1498.0,98.6,5.0,4.1
3259,Mumbai,Diesel,Automatic,First,Audi,2017,31000,18.51,1968.0,147.51,5.0,27.0
3260,Mumbai,Petrol,Manual,First,Skoda,2014,35000,15.0,1598.0,103.52,5.0,4.5
3261,Kolkata,Diesel,Automatic,First,Audi,2013,60001,17.11,1968.0,174.33,5.0,14.5
3262,Jaipur,Diesel,Manual,First,Maruti,2014,75074,23.4,1248.0,74.0,5.0,5.25
3263,Kolkata,Diesel,Manual,Second,Tata,2012,80000,22.3,1248.0,74.0,5.0,1.2
3265,Hyderabad,Diesel,Manual,First,Renault,2013,60000,19.64,1461.0,108.45,5.0,7.5
3266,Kolkata,Petrol,Automatic,First,Mercedes-Benz,2015,7501,10.0,2996.0,333.0,4.0,48.0
3267,Delhi,Diesel,Manual,First,Honda,2015,58000,25.8,1498.0,98.6,5.0,4.45
3268,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2018,29277,11.57,2987.0,254.79,5.0,59.65
3269,Kochi,Diesel,Manual,First,Maruti,2015,57034,23.2,1248.0,73.94,5.0,4.38
3270,Kochi,Diesel,Manual,First,Maruti,2016,40810,28.09,1248.0,88.5,5.0,7.9
3271,Bangalore,Petrol,Manual,Second,Hyundai,2008,35268,0.0,1086.0,62.0,5.0,1.88
3273,Coimbatore,Petrol,Automatic,First,Maruti,2018,34630,21.4,1197.0,83.1,5.0,7.29
3274,Hyderabad,Diesel,Manual,First,Ford,2012,45122,23.5,1498.0,88.7,5.0,6.0
3276,Jaipur,Petrol,Manual,First,Maruti,2009,63000,19.7,796.0,46.3,5.0,1.5
3277,Kochi,Diesel,Automatic,First,Mini,2016,32298,20.7,1496.0,113.98,4.0,23.8
3278,Kochi,Diesel,Manual,First,Mahindra,2014,63288,15.1,2179.0,140.0,7.0,7.77
3279,Coimbatore,Petrol,Manual,First,Hyundai,2012,43337,17.92,1086.0,62.1,5.0,3.32
3280,Kochi,Diesel,Manual,First,Maruti,2015,46561,22.9,1248.0,74.0,5.0,4.94
3281,Delhi,Diesel,Automatic,Second,Mercedes-Benz,2013,34000,20.0,2143.0,107.3,5.0,11.0
3282,Hyderabad,Petrol,Manual,First,Renault,2016,48000,25.17,799.0,53.3,5.0,3.4
3283,Kochi,Diesel,Manual,First,Maruti,2013,56263,22.9,1248.0,74.0,5.0,4.17
3284,Hyderabad,Petrol,Manual,Second,Maruti,2005,84060,17.3,993.0,60.0,5.0,1.25
3285,Mumbai,Petrol,Automatic,First,Hyundai,2016,9000,18.9,1197.0,82.0,5.0,5.45
3286,Jaipur,Diesel,Manual,First,Tata,2012,79000,21.12,1248.0,88.8,5.0,2.59
3287,Pune,Diesel,Manual,First,Mahindra,2015,87900,16.0,2179.0,140.0,7.0,12.01
3288,Delhi,Petrol,Manual,Second,Maruti,2010,72425,17.5,1197.0,85.8,5.0,2.45
3289,Bangalore,Diesel,Automatic,First,Audi,2015,38000,15.73,1968.0,174.33,5.0,29.0
3290,Hyderabad,Diesel,Manual,Second,Ford,2008,83000,17.8,1399.0,113.0,5.0,2.4
3292,Delhi,Petrol,Automatic,First,Honda,2015,51000,18.0,1497.0,117.3,5.0,7.9
3294,Pune,Petrol,Manual,Second,Chevrolet,2011,48000,18.6,1199.0,79.4,5.0,1.8
3295,Delhi,CNG,Manual,First,Maruti,2013,62000,26.6,998.0,58.16,5.0,2.8
3296,Mumbai,Petrol,Manual,First,Honda,2015,31000,18.7,1199.0,88.7,5.0,4.9
3297,Jaipur,Petrol,Manual,First,Nissan,2010,75055,18.06,1198.0,75.0,5.0,2.25
3298,Coimbatore,Petrol,Automatic,First,Maruti,2017,51210,19.12,1373.0,91.1,5.0,8.89
3299,Mumbai,Diesel,Automatic,First,Toyota,2012,87000,12.55,2982.0,168.5,7.0,15.0
3300,Kolkata,Diesel,Manual,First,Ford,2018,17000,26.1,1498.0,99.0,5.0,5.65
3301,Jaipur,Diesel,Manual,First,Maruti,2014,57000,20.77,1248.0,88.8,7.0,7.0
3302,Hyderabad,Petrol,Manual,First,Maruti,2016,9370,22.74,796.0,47.3,5.0,2.95
3303,Chennai,Petrol,Manual,First,Honda,2013,53226,19.4,1198.0,86.8,5.0,3.3
3305,Jaipur,Petrol,Manual,First,Honda,2007,75055,12.8,1493.0,100.0,5.0,2.3
3306,Coimbatore,Diesel,Manual,First,Hyundai,2017,37247,19.67,1582.0,126.2,5.0,13.69
3307,Delhi,Diesel,Manual,First,Toyota,2013,64000,23.59,1364.0,67.06,5.0,3.1
3308,Mumbai,Petrol,Manual,First,Hyundai,2014,12000,13.44,2359.0,198.25,5.0,12.75
3309,Pune,Diesel,Manual,First,Hyundai,2017,40158,19.67,1582.0,126.2,5.0,13.75
3310,Chennai,Petrol,Manual,First,Honda,2017,11000,18.7,1199.0,88.7,5.0,6.75
3311,Chennai,Diesel,Manual,First,Volkswagen,2014,70010,20.54,1598.0,103.6,5.0,5.25
3312,Mumbai,Diesel,Manual,First,Mahindra,2015,82000,16.0,2179.0,140.0,7.0,8.75
3313,Kochi,Diesel,Manual,First,Mahindra,2017,57259,18.49,1493.0,100.0,7.0,8.87
3314,Bangalore,Petrol,Automatic,Second,Honda,2010,84000,11.1,2354.0,142.0,5.0,6.5
3316,Hyderabad,Diesel,Manual,First,Mahindra,2012,73670,12.83,2696.0,162.0,7.0,12.5
3317,Delhi,Diesel,Automatic,First,Toyota,2014,89540,12.55,2982.0,168.5,7.0,16.8
3318,Hyderabad,Diesel,Manual,First,Maruti,2016,85423,20.77,1248.0,88.8,7.0,8.75
3319,Pune,Diesel,Automatic,First,Hyundai,2013,48823,19.5,1582.0,126.24,5.0,8.5
3320,Kolkata,Petrol,Manual,First,Hyundai,2011,35082,20.36,1197.0,78.9,5.0,2.21
3322,Delhi,Petrol,Automatic,First,Honda,2016,19000,15.5,1198.0,86.7,5.0,6.25
3323,Mumbai,Petrol,Automatic,Second,Honda,2007,69000,12.9,1799.0,130.0,5.0,2.25
3324,Kochi,Diesel,Automatic,First,Mercedes-Benz,2019,29836,17.9,2143.0,136.0,5.0,25.75
3325,Ahmedabad,Petrol,Manual,Second,Skoda,2010,48002,13.14,1798.0,157.8,5.0,6.75
3326,Ahmedabad,Diesel,Manual,First,Maruti,2015,52324,28.09,1248.0,88.5,5.0,6.25
3327,Delhi,Diesel,Manual,First,Ford,2013,65000,22.7,1498.0,89.84,5.0,5.1
3328,Mumbai,Diesel,Automatic,Second,Mercedes-Benz,2009,66000,8.7,2987.0,224.34,5.0,10.75
3329,Hyderabad,Diesel,Manual,First,Hyundai,2016,75700,24.0,1120.0,70.0,5.0,5.7
3330,Bangalore,Diesel,Manual,First,Volkswagen,2013,43000,20.5,1598.0,105.0,5.0,5.95
3331,Kochi,Diesel,Manual,First,Chevrolet,2012,42706,25.44,936.0,56.3,5.0,2.4
3332,Mumbai,Diesel,Manual,First,Mahindra,2013,35000,17.21,1493.0,100.0,7.0,3.49
3333,Hyderabad,Petrol,Automatic,First,Hyundai,2011,54348,19.2,1197.0,80.0,5.0,4.0
